Location,Price,Bedrooms,Bathrooms,Size (sqft),Ownership,Property type,Garden
Gateshead,140100.0,2.0,1.0,452.0,Co-operative Society,Mansionette,Yes
Morpeth,52000.0,2.0,1.0,446.0,,Terraced,Yes
Morpeth,65700.0,2.0,1.0,565.0,Freehold,Semi-Detached,Yes
Newcastle,164700.0,1.0,1.0,447.0,Freehold,Terraced,
Gateshead,,3.0,2.0,,,,Patio
Newcastle,131000.0,3.0,1.0,417.0,,Mansionette,No
Newcastle,132400.0,3.0,1.0,404.0,,Semi-Detached,Not Specified
Newcastle,,2.0,1.0,,,Semi-Detached,Yes
Sunderland,127500.0,3.0,1.0,516.0,,Terraced,Yes
Newcastle,178400.0,3.0,1.0,409.0,,Detached,Not Specified
Newcastle,379400.0,1.0,1.0,910.0,Freehold,Semi-Detached,
Newcastle,209200.0,1.0,1.0,458.0,Leasehold,Terraced,No
Newcastle,191800.0,3.0,1.0,413.0,,Semi-Detached,Yes
Newcastle,252200.0,1.0,1.0,534.0,Freehold,Semi-Detached,Patio
Gateshead,,3.0,1.0,,,,Yes
Sunderland,,2.0,1.0,,,Semi-Detached,No
Newcastle,,2.0,,458.0,,Semi-Detached,Yes
Newcastle,226100.0,4.0,1.0,478.0,Unknown,Mansionette,Yes
Sunderland,59700.0,2.0,1.0,472.0,,Apartment,Patio
Gateshead,251800.0,3.0,1.0,917.0,,Not Specified,No
Gateshead,162000.0,2.0,1.0,511.0,Leasehold,Mansionette,
Newcastle,,2.0,,444.0,,,Not Specified
,,3.0,2.0,585.0,Leasehold,Semi-Detached,Patio
Gateshead,139800.0,2.0,2.0,452.0,,,Yes
Sunderland,67000.0,2.0,1.0,470.0,,Semi-Detached,Patio
Gateshead,174900.0,3.0,1.0,469.0,Leasehold,,No
Gateshead,,2.0,1.0,,,Not Specified,No
Newcastle,618400.0,3.0,1.0,1905.0,,,No
Newcastle,353500.0,2.0,1.0,578.0,,Semi-Detached,Not Specified
Newcastle,192200.0,2.0,1.0,432.0,,,Not Specified
Gateshead,126700.0,,1.0,427.0,Freehold,Semi-Detached,Yes
Gateshead,133700.0,3.0,1.0,518.0,,Mansionette,Yes
Morpeth,145000.0,3.0,1.0,1397.0,,Flat,No
Gateshead,165400.0,2.0,1.0,510.0,Freehold,Semi-Detached,Yes
Sunderland,61700.0,3.0,1.0,406.0,,Detached,Not Specified
Gateshead,189200.0,3.0,1.0,482.0,Leasehold,Terraced,Yes
Sunderland,271400.0,1.0,1.0,2485.0,,Flat,Patio
Newcastle,114400.0,2.0,1.0,423.0,,Terraced,No
Newcastle,198300.0,4.0,1.0,440.0,Freehold,Semi-Detached,No
Newcastle,166700.0,2.0,1.0,440.0,Leasehold,Not Specified,Not Specified
Newcastle,159100.0,1.0,1.0,553.0,Freehold,Semi-Detached,No
Newcastle,224700.0,5.0,1.0,421.0,Unknown,Semi-Detached,Not Specified
Consett,33600.0,3.0,1.0,495.0,Unknown,Semi-Detached,Yes
Newcastle,122600.0,,1.0,442.0,,Detached,
Morpeth,288000.0,1.0,1.0,475.0,,Terraced,No
Gateshead,130500.0,2.0,1.0,456.0,,Semi-Detached,Yes
Newcastle,241500.0,3.0,1.0,413.0,Co-operative Society,Semi-Detached,
Morpeth,134100.0,3.0,1.0,432.0,,Semi-Detached,No
Morpeth,,3.0,1.0,,Freehold,Semi-Detached,Yes
Newcastle,187400.0,2.0,2.0,428.0,Freehold,Mansionette,Yes
Gateshead,,2.0,1.0,,,Semi-Detached,Yes
Gateshead,140000.0,2.0,1.0,435.0,,Semi-Detached,Yes
Newcastle,197200.0,3.0,1.0,448.0,Leasehold,Flat,No
Gateshead,197200.0,6.0,1.0,469.0,,Detached,No
Newcastle,126100.0,2.0,1.0,490.0,,Flat,Yes
Newcastle,208500.0,4.0,1.0,446.0,,Semi-Detached,Not Specified
Newcastle,182400.0,1.0,1.0,458.0,,Terraced,
Newcastle,246900.0,2.0,1.0,492.0,,Flat,Yes
Gateshead,118100.0,2.0,1.0,450.0,,Mansionette,Yes
Newcastle,188200.0,3.0,1.0,509.0,Leasehold,Terraced,Yes
Gateshead,136800.0,2.0,1.0,402.0,,Apartment,
Newcastle,269900.0,3.0,1.0,476.0,,Terraced,Yes
Newcastle,300600.0,2.0,1.0,501.0,,Detached,No
,,2.0,1.0,497.0,Freehold,Flat,No
,,3.0,2.0,465.0,,Terraced,No
Morpeth,61600.0,3.0,1.0,427.0,,Semi-Detached,Yes
Gateshead,128900.0,2.0,1.0,477.0,Leasehold,Semi-Detached,Yes
Gateshead,178600.0,1.0,1.0,459.0,,Flat,Yes
Newcastle,,3.0,1.0,,,Semi-Detached,
Sunderland,171600.0,4.0,2.0,1046.0,,Not Specified,Yes
Newcastle,177000.0,3.0,1.0,459.0,Freehold,Detached,Yes
Morpeth,58100.0,3.0,1.0,425.0,,Semi-Detached,Patio
Newcastle,283100.0,2.0,1.0,613.0,,,
Gateshead,,2.0,2.0,,Leasehold,Flat,Yes
Gateshead,141700.0,2.0,1.0,444.0,,,No
Newcastle,189900.0,4.0,1.0,412.0,,,No
Sunderland,86800.0,3.0,1.0,521.0,,Detached,Yes
Gateshead,150900.0,3.0,1.0,429.0,Freehold,Semi-Detached,Yes
,,1.0,1.0,425.0,Unknown,Terraced,Yes
Morpeth,150100.0,2.0,1.0,607.0,,Semi-Detached,No
Gateshead,132600.0,1.0,1.0,432.0,,Semi-Detached,Yes
Gateshead,155000.0,3.0,1.0,451.0,,Semi-Detached,
Gateshead,217600.0,2.0,2.0,604.0,Leasehold,Terraced,Not Specified
Morpeth,,2.0,1.0,,,Flat,Yes
Gateshead,217800.0,2.0,1.0,499.0,,Detached,
Gateshead,,4.0,1.0,,,Terraced,Patio
Gateshead,156100.0,2.0,1.0,463.0,Freehold,,Yes
Gateshead,,2.0,1.0,,,Terraced,Not Specified
Newcastle,222200.0,3.0,2.0,409.0,,Detached,No
Newcastle,258000.0,3.0,1.0,788.0,,Detached,No
Gateshead,184100.0,3.0,1.0,584.0,,Semi-Detached,Not Specified
Gateshead,162400.0,2.0,1.0,467.0,Leasehold,Detached,Yes
Newcastle,203100.0,4.0,1.0,444.0,,Detached,
Gateshead,140100.0,3.0,1.0,409.0,,Semi-Detached,Yes
Newcastle,197800.0,,1.0,408.0,,Semi-Detached,Yes
Sunderland,258600.0,3.0,1.0,1137.0,,Detached,Yes
Gateshead,157100.0,2.0,1.0,434.0,Freehold,Semi-Detached,
Newcastle,265700.0,2.0,1.0,425.0,,Terraced,Yes
Newcastle,172400.0,2.0,2.0,441.0,Freehold,Semi-Detached,Not Specified
,,,2.0,587.0,Co-operative Society,Apartment,
Gateshead,183800.0,4.0,1.0,432.0,,Semi-Detached,Yes
Gateshead,103300.0,4.0,1.0,414.0,Leasehold,Detached,Yes
Gateshead,103600.0,3.0,1.0,432.0,Unknown,Flat,Yes
Gateshead,140400.0,3.0,1.0,434.0,,Semi-Detached,No
Gateshead,149000.0,2.0,1.0,443.0,Freehold,Flat,Yes
Newcastle,178800.0,3.0,1.0,442.0,Freehold,Flat,Yes
Gateshead,151800.0,2.0,1.0,442.0,,Apartment,Yes
Morpeth,,2.0,1.0,,Leasehold,Detached,Yes
Gateshead,,3.0,,435.0,,Flat,Yes
Gateshead,198000.0,3.0,1.0,439.0,Co-operative Society,Terraced,No
Newcastle,227000.0,2.0,1.0,515.0,Freehold,Semi-Detached,
Newcastle,231000.0,2.0,2.0,778.0,Leasehold,Terraced,Yes
Sunderland,178600.0,4.0,1.0,1250.0,,,Yes
Gateshead,160400.0,,1.0,465.0,,Detached,Yes
Gateshead,,2.0,,655.0,,Detached,Yes
Newcastle,181600.0,2.0,1.0,558.0,,,Yes
Newcastle,238500.0,2.0,1.0,451.0,Freehold,Detached,Yes
Gateshead,103000.0,2.0,1.0,432.0,Freehold,Semi-Detached,Yes
Gateshead,201800.0,2.0,1.0,478.0,Leasehold,Semi-Detached,Yes
Morpeth,,2.0,1.0,,,Semi-Detached,Yes
Newcastle,,2.0,2.0,,,Apartment,No
Gateshead,131400.0,2.0,2.0,421.0,,,No
Sunderland,69000.0,1.0,1.0,462.0,Leasehold,Flat,Yes
Gateshead,178800.0,3.0,1.0,507.0,,Semi-Detached,Yes
Gateshead,130100.0,2.0,1.0,442.0,,Mansionette,Yes
Newcastle,175400.0,2.0,1.0,410.0,,Flat,Yes
Newcastle,265800.0,4.0,1.0,467.0,Freehold,Terraced,No
Newcastle,161900.0,1.0,1.0,440.0,Leasehold,Semi-Detached,
Newcastle,398300.0,2.0,1.0,705.0,Leasehold,Terraced,Yes
Newcastle,245700.0,4.0,1.0,489.0,,Terraced,No
Morpeth,143300.0,1.0,1.0,414.0,Leasehold,,Yes
Sunderland,95900.0,2.0,2.0,412.0,Leasehold,Not Specified,Yes
Gateshead,156000.0,1.0,1.0,527.0,,Flat,Yes
Newcastle,229800.0,5.0,1.0,549.0,,Semi-Detached,Yes
Sunderland,133000.0,3.0,1.0,472.0,,,Patio
Newcastle,511400.0,2.0,1.0,743.0,,Terraced,
Gateshead,207200.0,1.0,1.0,430.0,,Detached,Yes
Newcastle,167600.0,3.0,1.0,455.0,,Terraced,Patio
Gateshead,308800.0,2.0,2.0,835.0,,Semi-Detached,
Gateshead,131000.0,1.0,1.0,532.0,Freehold,Flat,Yes
Newcastle,390100.0,3.0,2.0,646.0,,Semi-Detached,Yes
Newcastle,275500.0,2.0,2.0,585.0,Freehold,Semi-Detached,Yes
Morpeth,46500.0,2.0,1.0,455.0,Freehold,Semi-Detached,Yes
Morpeth,83300.0,1.0,1.0,883.0,,,Yes
Sunderland,106500.0,2.0,1.0,517.0,,Detached,No
Sunderland,,3.0,1.0,,,Apartment,No
Gateshead,158700.0,4.0,1.0,439.0,,Terraced,No
Newcastle,,4.0,1.0,,Leasehold,Semi-Detached,Yes
Gateshead,132600.0,2.0,2.0,406.0,,Apartment,
Gateshead,,2.0,1.0,,,Terraced,No
Gateshead,,2.0,,453.0,,Semi-Detached,No
Sunderland,102600.0,1.0,2.0,460.0,,Mansionette,Yes
,,3.0,2.0,428.0,,Semi-Detached,Yes
Sunderland,71000.0,2.0,1.0,482.0,Leasehold,Apartment,No
Newcastle,142900.0,2.0,1.0,401.0,,Detached,Not Specified
Newcastle,205200.0,3.0,1.0,682.0,,Mansionette,No
Gateshead,370200.0,2.0,2.0,1140.0,,Semi-Detached,No
Newcastle,238200.0,3.0,1.0,440.0,Leasehold,,No
Gateshead,165000.0,2.0,2.0,610.0,,Semi-Detached,Yes
Newcastle,,,,469.0,,Semi-Detached,Yes
Morpeth,,2.0,1.0,,,,Not Specified
Consett,65100.0,3.0,1.0,433.0,,,Yes
Newcastle,295300.0,4.0,2.0,452.0,Freehold,Semi-Detached,
Newcastle,114100.0,2.0,1.0,418.0,,Semi-Detached,Not Specified
,,2.0,1.0,527.0,,,Yes
Sunderland,75600.0,2.0,1.0,444.0,,Semi-Detached,Patio
Morpeth,72000.0,2.0,1.0,519.0,,Apartment,No
Gateshead,107700.0,4.0,2.0,412.0,,Terraced,No
Newcastle,182800.0,3.0,1.0,438.0,,,No
Sunderland,,3.0,1.0,,,,
Morpeth,76800.0,1.0,1.0,428.0,Co-operative Society,Apartment,
Newcastle,255300.0,2.0,1.0,438.0,,Apartment,
Newcastle,,1.0,1.0,,Unknown,,Not Specified
Gateshead,163400.0,2.0,1.0,426.0,,,Yes
Gateshead,165900.0,3.0,2.0,446.0,,,Yes
Gateshead,154400.0,3.0,1.0,428.0,,Terraced,Yes
Newcastle,344900.0,2.0,1.0,451.0,,Detached,
Morpeth,117400.0,1.0,1.0,417.0,,Semi-Detached,No
Gateshead,167900.0,3.0,1.0,629.0,Freehold,Semi-Detached,Yes
Newcastle,165700.0,2.0,1.0,423.0,,Detached,Yes
Newcastle,,2.0,,445.0,,Terraced,Yes
Sunderland,107200.0,2.0,2.0,614.0,Co-operative Society,Detached,
Gateshead,146500.0,5.0,1.0,450.0,Leasehold,Semi-Detached,Yes
Morpeth,72500.0,3.0,1.0,446.0,,Flat,No
Gateshead,,,1.0,,,Terraced,No
Morpeth,73300.0,2.0,1.0,435.0,Freehold,Mansionette,Yes
Newcastle,280900.0,2.0,1.0,513.0,,Semi-Detached,
Gateshead,117400.0,3.0,1.0,461.0,,Semi-Detached,No
Gateshead,147700.0,3.0,1.0,409.0,Co-operative Society,Terraced,Yes
Gateshead,156200.0,1.0,1.0,422.0,,Detached,Not Specified
Gateshead,179900.0,2.0,1.0,512.0,Freehold,Terraced,Yes
,,3.0,,495.0,,Mansionette,Yes
Newcastle,177300.0,2.0,2.0,430.0,,,Not Specified
Gateshead,140300.0,3.0,1.0,483.0,,Detached,No
Sunderland,68000.0,3.0,1.0,436.0,Freehold,Semi-Detached,Yes
Newcastle,169700.0,1.0,1.0,432.0,Freehold,Terraced,Yes
Gateshead,190900.0,2.0,1.0,486.0,,Terraced,Yes
Newcastle,117900.0,1.0,1.0,440.0,,Apartment,No
Gateshead,211700.0,3.0,1.0,453.0,Co-operative Society,Not Specified,Yes
Gateshead,159800.0,1.0,2.0,477.0,,Semi-Detached,
Newcastle,233500.0,3.0,2.0,440.0,,Terraced,Yes
Newcastle,237400.0,2.0,1.0,441.0,Leasehold,Flat,No
Gateshead,196600.0,3.0,2.0,550.0,,Mansionette,
Gateshead,150800.0,2.0,1.0,455.0,Leasehold,Mansionette,
Newcastle,287200.0,2.0,1.0,616.0,,Mansionette,No
Newcastle,391100.0,3.0,1.0,770.0,Co-operative Society,Detached,Not Specified
Newcastle,224500.0,4.0,1.0,418.0,,Apartment,Not Specified
Newcastle,238400.0,2.0,1.0,504.0,Co-operative Society,Apartment,
Gateshead,263800.0,3.0,1.0,564.0,,,Yes
Gateshead,,1.0,,440.0,Freehold,,Yes
Gateshead,239700.0,2.0,2.0,612.0,Co-operative Society,,No
Gateshead,295200.0,3.0,1.0,854.0,Co-operative Society,Flat,Yes
Newcastle,231700.0,2.0,1.0,438.0,Unknown,,No
Consett,87900.0,2.0,1.0,619.0,,Flat,Yes
Morpeth,34900.0,4.0,1.0,425.0,,,No
,,1.0,1.0,456.0,,,Yes
Newcastle,314700.0,4.0,1.0,421.0,Leasehold,Semi-Detached,No
Newcastle,633700.0,3.0,1.0,1096.0,,Semi-Detached,Yes
Gateshead,150500.0,4.0,1.0,406.0,Unknown,Semi-Detached,Yes
Sunderland,117000.0,1.0,1.0,415.0,Unknown,,Patio
Gateshead,172400.0,2.0,1.0,406.0,Leasehold,Not Specified,Patio
Morpeth,81600.0,1.0,1.0,416.0,Freehold,Not Specified,Yes
Gateshead,97100.0,3.0,1.0,427.0,,Terraced,Yes
Sunderland,104000.0,,1.0,443.0,,Flat,Yes
Gateshead,147000.0,2.0,1.0,437.0,,Detached,No
Gateshead,154400.0,2.0,1.0,433.0,,Detached,Yes
Morpeth,41600.0,3.0,1.0,485.0,,,Yes
Gateshead,165700.0,2.0,1.0,431.0,Freehold,Terraced,Yes
Newcastle,141300.0,3.0,1.0,425.0,,Flat,Yes
Sunderland,,3.0,1.0,,,Terraced,No
Newcastle,230500.0,3.0,1.0,497.0,,Mansionette,
Newcastle,,2.0,1.0,,Freehold,Semi-Detached,Yes
Newcastle,241600.0,2.0,1.0,414.0,,Semi-Detached,Yes
Sunderland,117500.0,3.0,1.0,462.0,Leasehold,Mansionette,Not Specified
Newcastle,309600.0,2.0,1.0,734.0,Freehold,Flat,No
Gateshead,147300.0,4.0,1.0,422.0,,Detached,
Gateshead,159900.0,2.0,1.0,419.0,,Detached,Yes
Sunderland,74100.0,3.0,1.0,559.0,,Terraced,Yes
Morpeth,156700.0,1.0,1.0,409.0,Unknown,Terraced,Not Specified
Newcastle,251900.0,1.0,1.0,507.0,,,
Consett,,5.0,,474.0,,Semi-Detached,Not Specified
Newcastle,205300.0,4.0,1.0,449.0,Freehold,Flat,
Gateshead,139400.0,2.0,1.0,442.0,Leasehold,Flat,No
Newcastle,221100.0,2.0,2.0,478.0,,Terraced,
Newcastle,262400.0,1.0,1.0,504.0,,Detached,Yes
Morpeth,87400.0,4.0,1.0,410.0,,Mansionette,Yes
Gateshead,164700.0,2.0,1.0,507.0,,Semi-Detached,Not Specified
Sunderland,72000.0,2.0,1.0,427.0,Co-operative Society,Semi-Detached,Yes
Newcastle,121500.0,2.0,1.0,432.0,,Terraced,Yes
Gateshead,160800.0,2.0,1.0,453.0,Freehold,Apartment,Yes
Newcastle,228500.0,,1.0,431.0,Freehold,,Yes
Gateshead,296300.0,2.0,2.0,754.0,Leasehold,Detached,Yes
Gateshead,171400.0,1.0,1.0,805.0,,Apartment,Yes
Newcastle,221300.0,2.0,1.0,585.0,Unknown,Flat,Not Specified
Newcastle,119300.0,2.0,1.0,442.0,,Mansionette,
Sunderland,84500.0,2.0,1.0,451.0,Leasehold,Semi-Detached,Not Specified
Newcastle,305400.0,1.0,1.0,609.0,Leasehold,,Yes
Gateshead,167800.0,2.0,1.0,576.0,,Mansionette,Not Specified
Newcastle,252200.0,3.0,1.0,412.0,Co-operative Society,Semi-Detached,Yes
Gateshead,164600.0,2.0,1.0,414.0,Freehold,Terraced,Yes
Newcastle,296600.0,2.0,1.0,448.0,Freehold,,Yes
Gateshead,162800.0,2.0,2.0,467.0,,Apartment,Not Specified
Newcastle,184400.0,2.0,1.0,410.0,Co-operative Society,Semi-Detached,Yes
Gateshead,207100.0,2.0,2.0,532.0,,Semi-Detached,
Newcastle,,5.0,,454.0,Freehold,,
Newcastle,216900.0,2.0,2.0,405.0,,Terraced,Not Specified
Newcastle,179800.0,2.0,1.0,514.0,Leasehold,,Yes
Gateshead,149000.0,3.0,1.0,490.0,,Flat,Patio
Gateshead,124800.0,2.0,1.0,460.0,Freehold,Flat,No
Gateshead,394300.0,2.0,2.0,1925.0,,Not Specified,Yes
Newcastle,194800.0,2.0,1.0,432.0,,Semi-Detached,Patio
Newcastle,263000.0,3.0,1.0,499.0,Freehold,Terraced,Yes
Newcastle,184300.0,2.0,2.0,453.0,,Semi-Detached,
Sunderland,,3.0,2.0,,,,Yes
Gateshead,152400.0,1.0,1.0,436.0,,Terraced,Yes
Newcastle,153300.0,2.0,1.0,448.0,,Mansionette,No
Gateshead,132400.0,2.0,1.0,440.0,,,Yes
Newcastle,165900.0,2.0,1.0,424.0,,Flat,Yes
Gateshead,166600.0,3.0,1.0,477.0,Unknown,Semi-Detached,Yes
Gateshead,134800.0,3.0,1.0,438.0,Freehold,Not Specified,Not Specified
Gateshead,114500.0,2.0,1.0,402.0,Unknown,Semi-Detached,Yes
Gateshead,282700.0,1.0,1.0,727.0,,,
Newcastle,295200.0,3.0,1.0,446.0,,Semi-Detached,Yes
Newcastle,260400.0,2.0,1.0,424.0,,Not Specified,
Newcastle,130400.0,1.0,1.0,481.0,Freehold,Semi-Detached,No
Newcastle,515200.0,2.0,1.0,877.0,,Semi-Detached,Yes
Morpeth,96700.0,2.0,2.0,585.0,Freehold,,Yes
Newcastle,269100.0,3.0,1.0,414.0,,,Yes
Newcastle,260600.0,2.0,1.0,846.0,Freehold,Semi-Detached,No
Gateshead,177100.0,2.0,1.0,456.0,,Flat,Yes
,,3.0,1.0,444.0,,Semi-Detached,Yes
Newcastle,206500.0,2.0,1.0,647.0,,,Yes
Newcastle,,2.0,1.0,,Leasehold,Semi-Detached,No
Morpeth,78200.0,2.0,1.0,431.0,,Detached,Not Specified
,,3.0,1.0,511.0,Co-operative Society,Semi-Detached,No
Newcastle,,4.0,,452.0,,Semi-Detached,Yes
Newcastle,229100.0,2.0,1.0,490.0,,Terraced,No
Gateshead,129700.0,2.0,1.0,427.0,Leasehold,,Yes
Newcastle,222500.0,3.0,1.0,488.0,,,Yes
Gateshead,146500.0,2.0,1.0,517.0,,Terraced,Yes
Newcastle,168500.0,3.0,1.0,423.0,,Flat,Not Specified
Gateshead,309200.0,2.0,2.0,1195.0,Freehold,Apartment,Not Specified
Gateshead,178800.0,2.0,1.0,481.0,Freehold,Semi-Detached,No
Gateshead,162600.0,1.0,1.0,426.0,,,Not Specified
Gateshead,172600.0,2.0,2.0,412.0,,,Yes
Gateshead,,1.0,,432.0,,Detached,
Newcastle,,3.0,1.0,,Leasehold,Terraced,No
Gateshead,123600.0,3.0,1.0,424.0,Freehold,Terraced,No
Gateshead,185500.0,2.0,1.0,464.0,Co-operative Society,Terraced,Not Specified
Newcastle,229500.0,1.0,2.0,452.0,Leasehold,,Yes
Gateshead,,2.0,,545.0,Co-operative Society,Mansionette,Patio
Newcastle,153100.0,2.0,1.0,447.0,,,Yes
Morpeth,57200.0,2.0,1.0,465.0,,Terraced,Yes
Gateshead,147400.0,4.0,1.0,465.0,,Not Specified,Yes
Newcastle,196900.0,3.0,1.0,532.0,Freehold,Semi-Detached,No
Gateshead,134500.0,3.0,1.0,453.0,,,Yes
Newcastle,172300.0,2.0,2.0,426.0,,Semi-Detached,Not Specified
Newcastle,,1.0,1.0,,Freehold,,Yes
Newcastle,208400.0,2.0,1.0,455.0,Unknown,Flat,Yes
Newcastle,192200.0,3.0,1.0,568.0,Unknown,Apartment,Yes
Newcastle,169300.0,,1.0,436.0,,Terraced,No
Gateshead,177500.0,1.0,2.0,588.0,,,Yes
Sunderland,70400.0,2.0,1.0,434.0,,,Yes
Morpeth,102700.0,2.0,1.0,491.0,Unknown,,Patio
Newcastle,734400.0,2.0,1.0,1982.0,,Detached,Not Specified
Newcastle,248600.0,3.0,2.0,438.0,,Semi-Detached,Yes
Newcastle,,3.0,1.0,,,Detached,
Gateshead,153800.0,2.0,1.0,459.0,,Semi-Detached,Yes
Gateshead,179800.0,2.0,1.0,455.0,,Apartment,Yes
Gateshead,115100.0,4.0,1.0,449.0,,Flat,No
Newcastle,141400.0,3.0,1.0,447.0,,Flat,No
Gateshead,164100.0,,2.0,427.0,,Semi-Detached,Yes
Newcastle,247000.0,3.0,2.0,476.0,,,Yes
Gateshead,199200.0,2.0,1.0,708.0,,,
Gateshead,146500.0,1.0,1.0,545.0,,Terraced,Yes
Newcastle,284900.0,3.0,1.0,436.0,,Detached,Yes
Newcastle,281100.0,2.0,1.0,475.0,,Flat,No
Morpeth,97300.0,4.0,1.0,436.0,,Semi-Detached,Yes
Sunderland,67900.0,2.0,1.0,429.0,Freehold,Detached,No
Sunderland,80000.0,2.0,1.0,481.0,,Detached,
Morpeth,,2.0,,554.0,Freehold,Detached,
Sunderland,,2.0,,809.0,,Apartment,Yes
Gateshead,194500.0,2.0,1.0,471.0,,Detached,Yes
Newcastle,214000.0,2.0,1.0,405.0,,Mansionette,
Gateshead,205200.0,2.0,1.0,594.0,,Apartment,Yes
,,2.0,2.0,472.0,Leasehold,Terraced,Yes
Sunderland,96000.0,3.0,2.0,518.0,,Semi-Detached,Not Specified
Newcastle,159900.0,2.0,1.0,432.0,Co-operative Society,Semi-Detached,Yes
Newcastle,160200.0,3.0,1.0,463.0,,Mansionette,Yes
,,4.0,2.0,441.0,,Flat,
Gateshead,154300.0,2.0,1.0,440.0,,,Not Specified
Newcastle,236600.0,2.0,1.0,490.0,,Detached,Yes
Gateshead,327000.0,1.0,2.0,1343.0,Freehold,Semi-Detached,Yes
Newcastle,196300.0,3.0,1.0,437.0,Leasehold,Semi-Detached,
Newcastle,83400.0,2.0,1.0,415.0,,Terraced,Yes
Gateshead,98900.0,3.0,1.0,400.0,Leasehold,,Yes
Newcastle,,3.0,,434.0,Leasehold,Flat,Yes
,,2.0,1.0,,,,Yes
,,2.0,1.0,486.0,Freehold,Flat,No
Gateshead,194300.0,2.0,1.0,647.0,,Flat,Yes
Newcastle,83100.0,3.0,1.0,401.0,Leasehold,Detached,Yes
Consett,53400.0,1.0,1.0,471.0,Freehold,Mansionette,Yes
Gateshead,147400.0,2.0,1.0,408.0,,Terraced,Not Specified
,,2.0,1.0,427.0,,Terraced,Yes
Gateshead,217900.0,2.0,2.0,429.0,,,Yes
Gateshead,128100.0,3.0,1.0,405.0,,Detached,
Gateshead,156600.0,2.0,2.0,417.0,,Apartment,
Newcastle,319600.0,2.0,2.0,561.0,,Flat,Yes
Gateshead,128500.0,1.0,1.0,435.0,,Detached,No
Newcastle,266000.0,3.0,1.0,431.0,,Terraced,Yes
Newcastle,158700.0,3.0,2.0,430.0,,Terraced,
Gateshead,115800.0,2.0,1.0,406.0,,Terraced,Yes
Newcastle,982000.0,2.0,1.0,1238.0,,Flat,Yes
Newcastle,630900.0,2.0,1.0,1348.0,,Semi-Detached,No
Newcastle,403700.0,5.0,1.0,427.0,,Flat,Yes
Gateshead,142700.0,4.0,2.0,417.0,,Semi-Detached,
Consett,61500.0,3.0,1.0,474.0,,Semi-Detached,Yes
Gateshead,112700.0,3.0,1.0,464.0,,,Yes
Gateshead,197600.0,2.0,1.0,480.0,Freehold,Detached,
Newcastle,283600.0,3.0,1.0,830.0,,Terraced,Patio
Gateshead,310400.0,3.0,1.0,1051.0,,Detached,Yes
Morpeth,91100.0,1.0,1.0,565.0,Unknown,Detached,Yes
Newcastle,170500.0,1.0,1.0,439.0,,Flat,Yes
Gateshead,,4.0,,517.0,,Flat,Patio
Newcastle,183400.0,,1.0,438.0,,Semi-Detached,Not Specified
Sunderland,128900.0,4.0,1.0,425.0,Freehold,Mansionette,Not Specified
Sunderland,,3.0,,462.0,Co-operative Society,Mansionette,No
Sunderland,89500.0,2.0,1.0,470.0,Unknown,Semi-Detached,
Gateshead,135700.0,3.0,2.0,426.0,Unknown,,Patio
Gateshead,148500.0,2.0,1.0,409.0,,Flat,No
Gateshead,166800.0,5.0,2.0,434.0,Freehold,,Yes
Morpeth,137700.0,2.0,1.0,747.0,Freehold,Mansionette,Yes
Gateshead,103100.0,4.0,1.0,423.0,,Terraced,Yes
Gateshead,119100.0,4.0,1.0,471.0,,Mansionette,Yes
Morpeth,43600.0,2.0,1.0,417.0,,,Yes
Newcastle,,3.0,2.0,,,Semi-Detached,Yes
Morpeth,,1.0,,586.0,Unknown,Not Specified,
Newcastle,416000.0,2.0,1.0,701.0,,Not Specified,Not Specified
Gateshead,,2.0,,413.0,Freehold,Not Specified,No
Gateshead,153300.0,1.0,1.0,446.0,,Semi-Detached,Yes
Newcastle,,4.0,1.0,,,Semi-Detached,Yes
Gateshead,,3.0,,565.0,,Mansionette,Yes
Gateshead,183800.0,4.0,1.0,415.0,,Flat,No
Gateshead,145100.0,2.0,1.0,466.0,Freehold,Semi-Detached,Yes
Morpeth,57600.0,3.0,1.0,439.0,,Flat,Yes
Gateshead,193000.0,2.0,2.0,528.0,Freehold,Semi-Detached,Yes
Newcastle,485800.0,2.0,1.0,1435.0,,Flat,Not Specified
Newcastle,313000.0,1.0,1.0,663.0,,Semi-Detached,Not Specified
Newcastle,144700.0,3.0,1.0,430.0,,Terraced,
Newcastle,226500.0,3.0,1.0,445.0,Unknown,Detached,Yes
Morpeth,,2.0,1.0,,,Semi-Detached,
Newcastle,,3.0,1.0,,Leasehold,Terraced,
Gateshead,145700.0,2.0,1.0,443.0,,Flat,Yes
Gateshead,166200.0,2.0,1.0,488.0,,Flat,Yes
Gateshead,139700.0,1.0,2.0,455.0,Co-operative Society,,Not Specified
Newcastle,416600.0,2.0,1.0,646.0,Freehold,Detached,
Morpeth,128900.0,2.0,1.0,625.0,Freehold,Not Specified,No
Newcastle,223000.0,2.0,1.0,454.0,,Semi-Detached,No
Newcastle,251600.0,3.0,1.0,441.0,,Terraced,Yes
Gateshead,267600.0,4.0,1.0,889.0,Leasehold,Semi-Detached,Yes
Gateshead,204800.0,1.0,1.0,509.0,,Apartment,Not Specified
Newcastle,226600.0,2.0,1.0,470.0,Leasehold,Flat,Patio
Newcastle,103900.0,2.0,1.0,425.0,,Detached,No
Sunderland,86600.0,1.0,1.0,457.0,,Terraced,Yes
